,Unnamed: 0,Country or region,Overall rank,Score,GDP per capita,Social support,Healthy life expectancy,Freedom to make life choices,Perceptions of corruption,Generosity,Year,geometry
279,275,India,118,4.404,0.74036,0.29247,0.45091,0.40285,0.08722,0.25028,2016,"POLYGON ((97.32711388549004 28.26158274994634, 97.40256147663614 27.882536119085444, 97.0519885599681 27.69905894623315, 97.1339990580153 27.083773505149964, 96.41936567585097 27.264589341739224, 95.12476769407496 26.5735720891323, 95.1551534362626 26.001307277932085, 94.60324913938538 25.162495428970402, 94.55265791217164 24.675238348890336, 94.10674197792507 23.85074087167348, 93.3251876159428 24.078556423432204, 93.28632693885928 23.043658352139005, 93.06029422401463 22.70311066333557, 93.16612755734837 22.278459580977103, 92.67272098182556 22.041238918541254, 92.14603478390681 23.627498684172593, 91.86992760617132 23.624346421802784, 91.70647505083211 22.985263983649187, 91.15896325069973 23.50352692310439, 91.46772993364368 24.072639471934792, 91.91509280799443 24.130413723237112, 92.37620161333481 24.976692816664965, 91.79959598182208 25.147431748957317, 90.87221072791212 25.132600612889547, 89.92069258012185 25.26974986419218, 89.83248091019962 25.96508209889548, 89.35509402868729 26.014407253518073, 88.56304935094977 26.446525580342723, 88.2097892598025 25.768065700782714, 88.93155398962308 25.238692328384776, 88.30637251175602 24.866079413344206, 88.08442223506242 24.501657212821925, 88.69994022009092 24.23371491138856, 88.52976972855379 23.631141872649167, 88.87631188350309 22.87914642993783, 89.03196129756623 22.055708319582976, 88.88876590368542 21.690588487224748, 88.20849734899522 21.703171698487807, 86.97570438024027 21.49556163175521, 87.03316857294887 20.743307806882413, 86.49935102737379 20.151638495356607, 85.0602657409097 19.4785788029711, 83.94100589390001 18.302009792549725, 83.18921715691785 17.67122142177898, 82.19279218946592 17.016636053937816, 82.19124189649719 16.556664130107848, 81.69271935417748 16.310219224507904, 80.79199913933014 15.951972357644493, 80.32489586784388 15.89918488205835, 80.02506920768644 15.136414903214147, 80.2332735533904 13.835770778859981, 80.28629357292186 13.006260687710835, 79.8625468281285 12.056215318240888, 79.85799930208682 10.35727509199711, 79.340511509116 10.30885427493962, 78.88534549348918 9.546135972527722, 79.1897196796883 9.216543687370148, 78.2779407083305 8.933046779816934, 77.94116539908435 8.252959092639742, 77.53989790233794 7.965534776232332, 76.59297895702167 8.89927623131419, 76.13006147655108 10.299630031775521, 75.7464673196485 11.308250637248307, 75.39610110870959 11.781245022015824, 74.86481570831683 12.741935736537897, 74.61671715688354 13.99258291264968, 74.44385949086723 14.617221787977698, 73.5341992532334 15.99065216721496, 73.11990929554943 17.928570054592498, 72.82090945830865 19.208233547436166, 72.8244751321368 20.419503282141534, 72.6305334817454 21.356009426351008, 71.17527347197395 20.757441311114235, 70.4704586119451 20.877330634031384, 69.16413008003883 22.0892980005727, 69.6449276060824 22.450774644454338, 69.34959679553435 22.84317963306269, 68.1766451353734 23.69196503345671, 68.84259931831878 24.35913361256094, 71.04324018746823 24.3565239527302, 70.84469933460284 25.21510203704352, 70.2828731627256 25.72222870533983, 70.16892662952202 26.491871649678842, 69.51439293811313 26.940965684511372, 70.61649620960193 27.989196275335868, 71.77766564320032 27.913180243434525, 72.8237516620847 28.961591701772054, 73.45063846221743 29.97641347911987, 74.42138024282028 30.979814764931177, 74.40592898956501 31.69263947196528, 75.25864179881322 32.2711054550405, 74.45155927927871 32.7648996038055, 74.10429365427734 33.44147329358685, 73.74994835805197 34.31769887952785, 74.24020267120497 34.748887030571254, 75.75706098826834 34.50492259372132, 76.87172163280403 34.65354401299274, 77.83745079947457 35.494009507787766, 78.91226891471322 34.32193634697579, 78.81108646028574 33.50619802503242, 79.20889163606859 32.994394639613716, 79.17612877799553 32.48377981213771, 78.45844648632601 32.61816437431273, 78.73889448437401 31.515906073527063, 79.7213668151071 30.88271474865473, 81.11125613802932 30.183480943313402, 80.4767212259174 29.72986522065534, 80.08842451367627 28.79447011974014, 81.05720258985203 28.416095282499043, 81.99998742058497 27.925479234319994, 83.30424889519955 27.36450572357556, 84.6750179381738 27.234901231387536, 85.25177859898338 26.726198431906344, 86.02439293817918 26.63098460540857, 87.2274719583663 26.397898057556077, 88.06023766474982 26.41461538340249, 88.17480431514092 26.81040517832595, 88.04313276566123 27.445818589786825, 88.12044070836987 27.876541652939594, 88.73032596227856 28.086864732367516, 88.81424848832056 27.299315904239364, 88.83564253128938 27.098966376243762, 89.74452762243885 26.719402981059957, 90.37327477413407 26.87572418874288, 91.21751264848643 26.808648179628022, 92.03348351437509 26.83831045176356, 92.10371178585974 27.452614040633208, 91.69665652869668 27.771741848251665, 92.50311893104364 27.89687632904645, 93.41334760943269 28.640629380807226, 94.56599043170294 29.277438055939985, 95.40480228066464 29.03171662039213, 96.11767866413103 29.452802028922466, 96.58659061074749 28.83097951915434, 96.24883344928779 28.411030992134442, 97.32711388549004 28.26158274994634))"
280,276,Myanmar,119,4.395,0.34112,0.69981,0.3988,0.42692,0.20243,0.81971,2016,"POLYGON ((100.11598758341785 20.417849636308187, 99.54330936075931 20.186597601802063, 98.95967573445488 19.752980658440947, 98.25372399291561 19.708203029860044, 97.79778283080441 18.627080389881755, 97.37589643757354 18.445437730375815, 97.85912275593486 17.567946071843664, 98.49376102091135 16.83783559820793, 98.90334842325676 16.17782420497612, 98.53737592976572 15.308497422746084, 98.1920740091914 15.123702500870351, 98.43081912637987 14.622027696180837, 99.09775516153876 13.827502549693278, 99.21201175333609 13.269293728076464, 99.19635379435167 12.80474843998867, 99.58728600463972 11.892762762901697, 99.03812055867398 10.960545762572437, 98.55355065307305 9.932959906448545, 98.45717410684873 10.67526601810515, 98.76454552612078 11.441291612183749, 98.42833865762985 12.032986761925685, 98.50957400919268 13.122377631070677, 98.1036039571077 13.640459703012851, 97.77773237507517 14.837285874892642, 97.59707156778276 16.10056793869977, 97.1645398294998 16.92873444260934, 96.505768670643 16.42724050543285, 95.3693522481124 15.7143899601826, 94.80840457558412 15.80345429123764, 94.18880415240454 16.037936102762018, 94.53348595579135 17.277240301985728, 94.32481652219676 18.2135139022499, 93.54098839719364 19.366492621330025, 93.66325483599621 19.726961574781996, 93.07827762245219 19.855144965081976, 92.36855350135562 20.670883287025347, 92.30323449093868 21.47548533780982, 92.65225711463799 21.324047552978485, 92.67272098182556 22.041238918541254, 93.16612755734837 22.278459580977103, 93.06029422401463 22.70311066333557, 93.28632693885928 23.043658352139005, 93.3251876159428 24.078556423432204, 94.10674197792507 23.85074087167348, 94.55265791217164 24.675238348890336, 94.60324913938538 25.162495428970402, 95.1551534362626 26.001307277932085, 95.12476769407496 26.5735720891323, 96.41936567585097 27.264589341739224, 97.1339990580153 27.083773505149964, 97.0519885599681 27.69905894623315, 97.40256147663614 27.882536119085444, 97.32711388549004 28.26158274994634, 97.91198774616944 28.335945136014345, 98.2462309102333 27.74722138112918, 98.68269005737046 27.50881216075062, 98.71209394734451 26.743535874940267, 98.67183800658916 25.918702500913525, 97.72460900267914 25.083637193293, 97.60471967976198 23.897404690033042, 98.66026248575577 24.063286037689966, 98.89874922078278 23.14272207284253, 99.5319922220874 22.94903880461258, 99.24089887898725 22.11831431730458, 99.98348921102149 21.7429367131364, 100.41653771362738 21.558839423096614, 101.15003299357825 21.849984442629022, 101.18000532430754 21.436572984294028, 100.32910119018953 20.786121731036232, 100.11598758341785 20.417849636308187))"
281,277,Egypt,120,4.362,0.95395,0.49813,0.52116,0.18847,0.10393,0.12706,2016,"POLYGON ((36.86623 22, 32.9 22, 29.02 22, 25 22, 25 25.682499996361, 25 29.23865452953346, 24.70007 30.04419, 24.95762 30.6616, 24.80287 31.08929, 25.16482 31.56915, 26.49533 31.58568, 27.45762 31.32126, 28.45048 31.02577, 28.91353 30.87005, 29.68342 31.18686, 30.09503 31.4734, 30.97693 31.55586, 31.68796 31.4296, 31.96041 30.9336, 32.19247 31.26034, 32.99392 31.02407, 33.7734 30.96746, 34.26543474464621 31.21935730952032, 34.26544 31.21936, 34.823243288783814 29.76108076171822, 34.9226 29.50133, 34.64174 29.09942, 34.42655 28.34399, 34.15451 27.8233, 33.92136 27.6487, 33.58811 27.97136, 33.13676 28.41765, 32.42323 29.85108, 32.32046 29.76043, 32.73482 28.70523, 33.34876 27.69989, 34.10455 26.14227, 34.47387 25.59856, 34.79507 25.03375, 35.69241 23.92671, 35.49372 23.75237, 35.52598 23.10244, 36.69069 22.20485, 36.86623 22))"
282,278,Armenia,121,4.36,0.86086,0.62477,0.64083,0.14037,0.03616,0.07793,2016,"POLYGON ((46.50571984231797 38.770605373686294, 46.14362308124882 38.74120148371222, 45.73537926614301 39.31971914321974, 45.73997846861698 39.47399913182713, 45.29814497252146 39.471751207022436, 45.00198733905675 39.740003567049555, 44.79398969908195 39.71300263117705, 44.4000085792887 40.00500031184228, 43.65643639504094 40.253563951166186, 43.75265791196841 40.74020091405876, 43.58274580259273 41.09214325618257, 44.97248009621808 41.248128567055595, 45.17949588397934 40.98535390885141, 45.56035118997045 40.812289537105926, 45.35917483905817 40.56150381119346, 45.89190717955509 40.21847565364, 45.61001224140293 39.89999380142518, 46.034534132680676 39.628020738273065, 46.48349897643246 39.464154771475535, 46.50571984231797 38.770605373686294))"
283,279,Kenya,122,4.356,0.52267,0.7624,0.30147,0.40576,0.06686,0.41328,2016,"POLYGON ((39.20222 -4.67677, 37.7669 -3.67712, 37.69869 -3.09699, 34.07262 -1.05982, 33.90371119710453 -0.95, 33.893568969666944 0.109813537861896, 34.18 0.515, 34.6721 1.17694, 35.03599 1.90584, 34.59607 3.053740000000118, 34.47913 3.5556, 34.005 4.249884947362048, 34.62019626785388 4.847122742081988, 35.29800711823298 5.506, 35.817447662353516 5.338232082790797, 35.817447662353516 4.77696566346189, 36.159078632855646 4.447864127672769, 36.85509323800812 4.447864127672769, 38.120915 3.598605, 38.43697 3.58851, 38.67114 3.61607, 38.89251 3.50074, 39.55938425876585 3.42206, 39.85494 3.83879, 40.76848 4.25702, 41.1718 3.91909, 41.85508309264397 3.918911920483727, 40.98105 2.78452, 40.993 -0.85829, 41.58513 -1.68325, 40.88477 -2.08255, 40.63785 -2.49979, 40.26304 -2.57309, 40.12119 -3.27768, 39.80006 -3.68116, 39.60489 -4.34653, 39.20222 -4.67677))"
284,280,Ukraine,123,4.324,0.87287,1.01413,0.58628,0.12859,0.01829,0.20363,2016,"POLYGON ((31.78599244755525 52.1016775699397, 32.15944000000013 52.06125000000014, 32.41205813978769 52.28869497334978, 32.715760532367085 52.23846548116211, 33.75269982273579 52.3350745713318, 34.39173058445709 51.768881740925906, 34.141978387190534 51.566413479206346, 34.22481570815427 51.25599315042888, 35.02218305841791 51.2075723333715, 35.37791 50.77394, 35.356116163887975 50.57719737405904, 36.62616784032542 50.225590928745135, 37.39345950699516 50.38395335550365, 38.01063113785693 49.9156615260747, 38.59498823421342 49.9264619004237, 40.06904000000014 49.60105, 40.080789015469406 49.30742991799934, 39.67465 48.78382000000016, 39.89562000000018 48.23241, 39.738277622238854 47.89893707945197, 38.77057 47.825620000000185, 38.25511233902978 47.54640045835691, 38.223538038899335 47.10218984637595, 37.4251371599899 47.02222056740419, 36.75985477066445 46.69870026304102, 35.82368452326489 46.64596446388714, 34.96234174982385 46.27319651954974, 35.01265897004737 45.73772519982549, 34.861792128174045 45.76818243191957, 34.73201738827845 45.96566573176062, 34.41040172853718 46.005162391728845, 33.69946184910907 46.219572831556434, 33.435988094713366 45.971917370797485, 33.29856733575474 46.08059845639781, 31.744140252415207 46.33334788673733, 31.67530724460255 46.70624502215554, 30.74874881360921 46.583100084004116, 30.377608676888883 46.03241018328572, 29.603289015427436 45.293308010431126, 29.149724969201653 45.464925442072456, 28.67977949393938 45.304030870131704, 28.23355350109904 45.48828318946829, 28.485269402792767 45.5969070501459, 28.65998742037158 45.93998688413164, 28.933717482221596 46.25883047137256, 28.862972446414062 46.43788930926383, 29.07210696789929 46.517677720722496, 29.170653924279804 46.37926239682872, 29.759971958136394 46.34998769793536, 30.024658644335375 46.42393667254504, 29.838210076626297 46.52532583270169, 29.908851759569302 46.67436066343146, 29.559674106573112 46.928582872091326, 29.415135125452736 47.34664520933258, 29.05086795422727 47.5102269557525, 29.12269819511303 47.849095160506465, 28.670891147585166 48.1181485052341, 28.259546746541844 48.15556224221342, 27.522537469195157 48.467119452501116, 26.857823520624805 48.368210761094495, 26.619336785597795 48.22072622333347, 26.19745039236693 48.22088125263035, 25.9459411964024 47.987148749374214, 25.20774336111299 47.89105642352747, 24.866317172960578 47.737525743188314, 24.40205610525038 47.98187775328043, 23.76095828623741 47.985598456405455, 23.142236362406805 48.09634105080695, 22.710531447040495 47.88219391538941, 22.640819939878725 48.150239569687415, 22.085608351334855 48.42226430927179, 22.28084191253356 48.82539215758067, 22.558137648211755 49.085738023467144, 22.776418898212626 49.02739533140962, 22.518450148211603 49.47677358661974, 23.426508416444392 50.30850576435745, 23.92275719574326 50.42488108987874, 24.029985792748903 50.70540660257518, 23.52707075368437 51.57845408793031, 24.00507775238418 51.617443956094405, 24.553106316839518 51.888461005249184, 25.32778771332701 51.91065603291855, 26.337958611768556 51.83228872334797, 27.454066196408405 51.592303371784396, 28.24161502453657 51.57222707783907, 28.61761274589225 51.42771393493484, 28.992835320763533 51.602044379271476, 29.25493818534784 51.36823436136689, 30.157363722460897 51.41613841410147, 30.555117221811457 51.31950348571566, 30.619454380014815 51.822806098022454, 30.927549269338982 52.04235342061439, 31.78599244755525 52.1016775699397))"
285,281,Ghana,124,4.276,0.63107,0.49353,0.29681,0.40973,0.0326,0.21203,2016,"POLYGON ((0.023802524423701 11.018681748900804, -0.049784715159944 10.706917832883931, 0.367579990245389 10.19121287682718, 0.365900506195885 9.465003973829482, 0.461191847342121 8.677222601756014, 0.712029249686879 8.31246450442383, 0.490957472342245 7.411744289576475, 0.570384148774849 6.914358628767189, 0.836931186536333 6.279978745952149, 1.060121697604927 5.928837388528876, -0.507637905265938 5.343472601742675, -1.063624640294194 5.000547797053812, -1.964706590167594 4.710462144383371, -2.856125047202397 4.994475816259509, -2.81070146321784 5.38905121502411, -3.244370083011262 6.250471503113502, -2.983584967450327 7.379704901555513, -2.562189500326241 8.219627793811483, -2.827496303712707 9.642460842319778, -2.963896246747112 10.395334784380083, -2.940409308270461 10.962690334512558, -1.203357713211432 11.009819240762738, -0.761575893548183 10.936929633015055, -0.438701544588582 11.098340969278722, 0.023802524423701 11.018681748900804))"
286,282,Congo (Kinshasa),125,4.272,0.05661,0.80676,0.188,0.15602,0.06075,0.25458,2016,
287,283,Georgia,126,4.252,0.83792,0.19249,0.64035,0.32461,0.3188,0.06786,2016,"POLYGON ((39.955008579270924 43.43499766699922, 40.07696495947977 43.553104153002316, 40.922190000000114 43.38215000000014, 42.39440000000013 43.2203, 43.75599000000011 42.74083, 43.931210000000135 42.55496000000011, 44.537622918481986 42.71199270280363, 45.47027916848572 42.50278066666998, 45.7764 42.09244000000018, 46.404950799348825 41.860675157227305, 46.14543175637902 41.72280243587258, 46.63790815612058 41.181672675128226, 46.50163740416693 41.06444468847411, 45.96260053893039 41.123872585609774, 45.217426385281584 41.41145193131405, 44.97248009621808 41.248128567055595, 43.58274580259273 41.09214325618257, 42.61954878110449 41.58317271581994, 41.55408410011066 41.53565623632757, 41.70317060727271 41.96294281673292, 41.45347008643839 42.64512339941794, 40.87546919125379 43.013628038091284, 40.32139448422032 43.128633938156845, 39.955008579270924 43.43499766699922))"
288,284,Congo (Brazzaville),127,4.236,0.77109,0.47799,0.28212,0.37938,0.09753,0.12077,2016,
289,285,Senegal,128,4.219,0.44314,0.77416,0.40457,0.31056,0.11681,0.19103,2016,"POLYGON ((-16.71372880702347 13.594958604379855, -17.126106736712615 14.373515733289224, -17.62504269049066 14.729540513564073, -17.18517289882223 14.919477240452862, -16.700706346085923 15.621527411354108, -16.463098110407884 16.13503611903846, -16.12069007004193 16.455662543193384, -15.623666144258692 16.369337063049812, -15.135737270558819 16.587282416240782, -14.577347581428981 16.59826365810281, -14.099521450242179 16.304302273010492, -13.435737677453062 16.03938304286619, -12.830658331747516 15.303691514542948, -12.170750291380301 14.616834214735505, -12.12488745772126 13.994727484589788, -11.927716030311615 13.422075100147396, -11.55339779300543 13.141213690641067, -11.467899135778524 12.754518947800975, -11.51394283695059 12.442987575729418, -11.658300950557932 12.386582749882836, -12.203564825885634 12.465647691289405, -12.27859900557344 12.354440008997287, -12.499050665730564 12.332089952031057, -13.217818162478238 12.575873521367967, -13.700476040084325 12.586182969610194, -15.54847693527401 12.628170070847347, -15.816574266004254 12.515567124883347, -16.147716844130585 12.547761542201187, -16.677451951554573 12.384851589401052, -16.841524624081273 13.15139394780256, -15.931295945692211 13.130284125211332, -15.691000535534995 13.270353094938457, -15.511812506562933 13.278569647672867, -15.141163295949468 13.509511623585238, -14.712197231494628 13.298206691943777, -14.277701788784555 13.280585028532244, -13.844963344772408 13.505041612192002, -14.046992356817482 13.79406789800045, -14.376713833055788 13.625680243377374, -14.687030808968487 13.630356960499784, -15.08173539881382 13.876491807505985, -15.39877031092446 13.86036876063092, -15.624596320039942 13.62358734786956, -16.71372880702347 13.594958604379855))"
290,286,Bulgaria,129,4.217,1.11306,0.92542,0.67806,0.21219,0.00615,0.12793,2016,"POLYGON ((22.65714969248299 44.23492300066128, 22.944832391051847 43.82378530534713, 23.332302280376325 43.897010809904714, 24.100679152124172 43.74105133724785, 25.569271681426926 43.68844472917472, 26.065158725699746 43.94349376075127, 27.242399529740908 44.175986029632405, 27.970107049275075 43.81246816667522, 28.558081495891997 43.70746165625813, 28.03909508638472 43.293171698574184, 27.67389773937805 42.57789236100622, 27.99672041190539 42.00735871028779, 27.13573937349048 42.14148489030134, 26.1170418637208 41.82690460872456, 26.106138136507127 41.32889883072784, 25.197201368925448 41.23448598893053, 24.492644891057978 41.58389618587205, 23.692073601992348 41.309080918943856, 22.952377150166452 41.33799388281115, 22.881373732197346 41.999297186850356, 22.380525750424592 42.32025950781509, 22.54501183440962 42.46136200618804, 22.43659467946128 42.580321153323936, 22.60480146657133 42.898518785161144, 22.986018507588483 43.2111612005271, 22.500156691180223 43.642814439461006, 22.410446404721597 44.008063462899955, 22.65714969248299 44.23492300066128))"
